time,elephant_Snout_bone_x,elephant_Snout_bone_y,elephant_Snout_bone_z,elephant_Head_bone_x,elephant_Head_bone_y,elephant_Head_bone_z,elephant_Trunk1_bone_x,elephant_Trunk1_bone_y,elephant_Trunk1_bone_z,elephant_r_Ear1_bone_x,elephant_r_Ear1_bone_y,elephant_r_Ear1_bone_z,elephant_Mandible_bone_x,elephant_Mandible_bone_y,elephant_Mandible_bone_z,elephant_Jaw_bone_x,elephant_Jaw_bone_y,elephant_Jaw_bone_z,elephant_r_Humerus_bone_x,elephant_r_Humerus_bone_y,elephant_r_Humerus_bone_z,elephant_Spine1_bone_x,elephant_Spine1_bone_y,elephant_Spine1_bone_z,elephant_Spine2_bone_x,elephant_Spine2_bone_y,elephant_Spine2_bone_z,elephant_Pelvis_bone_x,elephant_Pelvis_bone_y,elephant_Pelvis_bone_z,elephant_Spine3_bone_x,elephant_Spine3_bone_y,elephant_Spine3_bone_z,elephant_Trunk7_bone_x,elephant_Trunk7_bone_y,elephant_Trunk7_bone_z,elephant_Trunk6_bone_x,elephant_Trunk6_bone_y,elephant_Trunk6_bone_z,elephant_Trunk5_bone_x,elephant_Trunk5_bone_y,elephant_Trunk5_bone_z,elephant_Trunk4_bone_x,elephant_Trunk4_bone_y,elephant_Trunk4_bone_z,elephant_Trunk2_bone_x,elephant_Trunk2_bone_y,elephant_Trunk2_bone_z,elephant_Trunk3_bone_x,elephant_Trunk3_bone_y,elephant_Trunk3_bone_z,elephant_Tail2_bone_x,elephant_Tail2_bone_y,elephant_Tail2_bone_z,elephant_l_Femur_bone_x,elephant_l_Femur_bone_y,elephant_l_Femur_bone_z,elephant_r_Femur_bone_x,elephant_r_Femur_bone_y,elephant_r_Femur_bone_z,elephant_r_Tibia_bone_x,elephant_r_Tibia_bone_y,elephant_r_Tibia_bone_z,elephant_l_Tibia_bone_x,elephant_l_Tibia_bone_y,elephant_l_Tibia_bone_z,elephant_Neck_bone_x,elephant_Neck_bone_y,elephant_Neck_bone_z,elephant_l_Ear1_bone_x,elephant_l_Ear1_bone_y,elephant_l_Ear1_bone_z,elephant_Tail1_bone_x,elephant_Tail1_bone_y,elephant_Tail1_bone_z,elephant_Tail4_bone_x,elephant_Tail4_bone_y,elephant_Tail4_bone_z,elephant_Tail5_bone_x,elephant_Tail5_bone_y,elephant_Tail5_bone_z,elephant_Tail3_bone_x,elephant_Tail3_bone_y,elephant_Tail3_bone_z,elephant_r_UpperEyelid_bone_x,elephant_r_UpperEyelid_bone_y,elephant_r_UpperEyelid_bone_z,elephant_r_LowerEyelid_bone_x,elephant_r_LowerEyelid_bone_y,elephant_r_LowerEyelid_bone_z,elephant_r_Ear2_bone_x,elephant_r_Ear2_bone_y,elephant_r_Ear2_bone_z,elephant_r_Scapula_bone_x,elephant_r_Scapula_bone_y,elephant_r_Scapula_bone_z,elephant_r_Ear3_bone_x,elephant_r_Ear3_bone_y,elephant_r_Ear3_bone_z,elephant_r_Ear4_bone_x,elephant_r_Ear4_bone_y,elephant_r_Ear4_bone_z,elephant_l_Humerus_bone_x,elephant_l_Humerus_bone_y,elephant_l_Humerus_bone_z,elephant_r_Radius_bone_x,elephant_r_Radius_bone_y,elephant_r_Radius_bone_z,elephant_l_Radius_bone_x,elephant_l_Radius_bone_y,elephant_l_Radius_bone_z,elephant_r_Paw_bone_x,elephant_r_Paw_bone_y,elephant_r_Paw_bone_z,elephant_r_Eye_bone_x,elephant_r_Eye_bone_y,elephant_r_Eye_bone_z,elephant_r_Toe_bone_x,elephant_r_Toe_bone_y,elephant_r_Toe_bone_z,elephant_l_UpperEyelid_bone_x,elephant_l_UpperEyelid_bone_y,elephant_l_UpperEyelid_bone_z,elephant_l_LowerEyelid_bone_x,elephant_l_LowerEyelid_bone_y,elephant_l_LowerEyelid_bone_z,elephant_l_Ear2_bone_x,elephant_l_Ear2_bone_y,elephant_l_Ear2_bone_z,elephant_l_Scapula_bone_x,elephant_l_Scapula_bone_y,elephant_l_Scapula_bone_z,elephant_l_Ear3_bone_x,elephant_l_Ear3_bone_y,elephant_l_Ear3_bone_z,elephant_l_Ear4_bone_x,elephant_l_Ear4_bone_y,elephant_l_Ear4_bone_z,elephant_l_Paw_bone_x,elephant_l_Paw_bone_y,elephant_l_Paw_bone_z,elephant_l_Eye_bone_x,elephant_l_Eye_bone_y,elephant_l_Eye_bone_z,elephant_l_Toe_bone_x,elephant_l_Toe_bone_y,elephant_l_Toe_bone_z
0.08,-0.0119,2.8042,-4.8298,-0.0023,2.7348,-5.4946,-0.0170,2.4992,-4.5260,0.2987,3.2478,-5.2260,-0.0052,2.3740,-5.3513,-0.0017,2.4579,-5.5793,0.3807,2.0629,-5.8444,0.0000,2.4080,-7.8533,0.0000,2.3996,-7.1828,0.0000,2.4080,-7.8533,0.0000,2.4602,-6.4517,-0.0213,0.7115,-4.4871,-0.0232,0.8913,-4.3355,-0.0231,1.1377,-4.3063,-0.0228,1.4353,-4.2856,-0.0197,2.0872,-4.4009,-0.0219,1.7194,-4.3010,0.0000,2.0372,-8.6832,-0.3805,2.2320,-8.1352,0.3805,2.2320,-8.1352,0.3805,1.3574,-7.9667,-0.3807,1.3575,-7.9662,0.0000,2.5826,-5.8349,-0.3090,3.2491,-5.2349,0.0000,2.2988,-8.5882,0.0000,1.4854,-8.7026,0.0000,1.2235,-8.6998,0.0000,1.7347,-8.7044,0.3875,2.8120,-4.8542,0.3875,2.8120,-4.8542,0.6605,3.3018,-5.6395,0.3805,2.5266,-6.0562,0.9338,3.2035,-5.8866,0.5110,2.7913,-5.4162,-0.3804,2.0627,-5.8447,0.3805,1.4805,-6.1422,-0.3803,1.4804,-6.1429,0.3810,0.3626,-6.0985,0.3875,2.8120,-4.8542,0.3805,0.3140,-8.0608,-0.4105,2.8137,-4.8659,-0.4105,2.8137,-4.8659,-0.6583,3.3045,-5.6588,-0.3805,2.5266,-6.0562,-0.9256,3.2074,-5.9128,-0.5175,2.7934,-5.4312,-0.3805,0.3626,-6.0988,-0.4105,2.8137,-4.8659,-0.3810,0.3141,-8.0599
0.18,-0.0467,2.8087,-4.8349,-0.0092,2.7243,-5.4970,-0.0666,2.5106,-4.5249,0.2831,3.2417,-5.2273,-0.0203,2.3668,-5.3460,-0.0066,2.4455,-5.5754,0.3807,2.0494,-5.8404,0.0000,2.3932,-7.8533,0.0000,2.3830,-7.1829,0.0000,2.3932,-7.8533,0.0000,2.4437,-6.4517,-0.0757,0.7555,-4.5711,-0.0847,0.9130,-4.3966,-0.0865,1.1539,-4.3370,-0.0872,1.4485,-4.2908,-0.0770,2.1015,-4.3910,-0.0851,1.7330,-4.2937,0.0000,2.0308,-8.7038,-0.3805,2.2172,-8.1352,0.3805,2.2172,-8.1352,0.3805,1.3445,-7.9570,-0.3811,1.3447,-7.9559,0.0000,2.5678,-5.8353,-0.3236,3.2458,-5.2622,0.0000,2.2840,-8.5882,0.0000,1.4805,-8.7195,0.0000,1.2191,-8.7041,0.0000,1.7293,-8.7359,0.3535,2.8139,-4.8424,0.3535,2.8139,-4.8424,0.6964,3.2857,-5.5907,0.3805,2.5112,-6.0565,1.0150,3.1828,-5.7732,0.5006,2.7799,-5.3980,-0.3804,2.0491,-5.8410,0.3805,1.4687,-6.1416,-0.3804,1.4685,-6.1424,0.3816,0.3508,-6.0976,0.3535,2.8139,-4.8424,0.3805,0.3021,-8.0611,-0.4433,2.8193,-4.8882,-0.4433,2.8193,-4.8882,-0.6919,3.2951,-5.6705,-0.3805,2.5112,-6.0565,-0.9921,3.1967,-5.8841,-0.5263,2.7868,-5.4570,-0.3805,0.3506,-6.0982,-0.4433,2.8193,-4.8882,-0.3817,0.3022,-8.0591
0.28,-0.0969,2.8314,-4.8454,-0.0193,2.7261,-5.5009,-0.1378,2.5434,-4.5280,0.2596,3.2502,-5.2299,-0.0422,2.3736,-5.3399,-0.0138,2.4449,-5.5703,0.3807,2.0469,-5.8351,0.0000,2.3888,-7.8533,0.0000,2.3759,-7.1829,0.0000,2.3888,-7.8533,0.0000,2.4367,-6.4518,-0.1363,0.8497,-4.6844,-0.1590,0.9713,-4.4844,-0.1687,1.1982,-4.3843,-0.1755,1.4852,-4.3036,-0.1594,2.1387,-4.3825,-0.1743,1.7694,-4.2892,0.0000,2.0406,-8.7307,-0.3805,2.2129,-8.1352,0.3805,2.2129,-8.1352,0.3805,1.3431,-7.9435,-0.3811,1.3434,-7.9421,0.0000,2.5635,-5.8359,-0.3438,3.2563,-5.3023,0.0000,2.2797,-8.5882,0.0000,1.4943,-8.7406,0.0000,1.2343,-8.7084,0.0000,1.7409,-8.7769,0.3031,2.8344,-4.8283,0.3031,2.8344,-4.8283,0.7311,3.2830,-5.5150,0.3805,2.5059,-6.0568,1.0892,3.1784,-5.5942,0.4839,2.7822,-5.3724,-0.3805,2.0465,-5.8357,0.3805,1.4688,-6.1413,-0.3805,1.4685,-6.1420,0.3818,0.3509,-6.0966,0.3031,2.8344,-4.8283,0.3805,0.3021,-8.0613,-0.4894,2.8424,-4.9234,-0.4894,2.8424,-4.9234,-0.7339,3.2979,-5.6907,-0.3805,2.5059,-6.0568,-1.0676,3.2010,-5.8478,-0.5374,2.7925,-5.4949,-0.3805,0.3506,-6.0978,-0.4894,2.8424,-4.9234,-0.3819,0.3023,-8.0588
0.39,-0.1511,2.8552,-4.8608,-0.0303,2.7279,-5.5058,-0.2148,2.5780,-4.5376,0.2325,3.2599,-5.2340,-0.0658,2.3810,-5.3351,-0.0217,2.4446,-5.5654,0.3807,2.0440,-5.8292,0.0000,2.3841,-7.8533,0.0000,2.3676,-7.1830,0.0000,2.3841,-7.8533,0.0000,2.4285,-6.4519,-0.1839,0.9576,-4.7808,-0.2239,1.0417,-4.5648,-0.2473,1.2494,-4.4309,-0.2657,1.5256,-4.3201,-0.2482,2.1784,-4.3807,-0.2687,1.8086,-4.2905,0.0000,2.0519,-8.7546,-0.3805,2.2082,-8.1352,0.3805,2.2082,-8.1352,0.3805,1.3417,-7.9289,-0.3810,1.3421,-7.9274,0.0000,2.5588,-5.8367,-0.3646,3.2654,-5.3470,0.0000,2.2750,-8.5882,0.0000,1.5114,-8.7590,0.0000,1.2536,-8.7128,0.0000,1.7546,-8.8141,0.2468,2.8575,-4.8170,0.2468,2.8575,-4.8170,0.7458,3.2852,-5.4357,0.3805,2.5000,-6.0573,1.1127,3.1861,-5.4038,0.4634,2.7867,-5.3457,-0.3805,2.0540,-5.8102,0.3805,1.4690,-6.1411,-0.3805,1.4998,-6.1577,0.3817,0.3512,-6.0958,0.2468,2.8575,-4.8170,0.3805,0.3025,-8.0613,-0.5374,2.8648,-4.9653,-0.5374,2.8648,-4.9653,-0.7683,3.2992,-5.7221,-0.3805,2.5000,-6.0573,-1.1220,3.2062,-5.8301,-0.5473,2.7961,-5.5368,-0.3805,0.3847,-6.0672,-0.5374,2.8648,-4.9653,-0.3817,0.3027,-8.0587
0.49,-0.1969,2.8745,-4.8775,-0.0397,2.7293,-5.5108,-0.2797,2.6064,-4.5510,0.2085,3.2684,-5.2392,-0.0858,2.3873,-5.3329,-0.0284,2.4445,-5.5619,0.3808,2.0414,-5.8237,0.0000,2.3799,-7.8533,0.0000,2.3591,-7.1831,0.0000,2.3799,-7.8533,0.0000,2.4201,-6.4520,-0.2175,1.0391,-4.8320,-0.2723,1.0985,-4.6111,-0.3091,1.2915,-4.4595,-0.3394,1.5597,-4.3326,-0.3230,2.2113,-4.3854,-0.3473,1.8417,-4.2953,0.0000,2.0591,-8.7690,-0.3805,2.2039,-8.1352,0.3805,2.2039,-8.1352,0.3805,1.3407,-7.9158,-0.3808,1.3411,-7.9144,0.0000,2.5546,-5.8378,-0.3812,3.2714,-5.3862,0.0000,2.2708,-8.5882,0.0000,1.5234,-8.7700,0.0000,1.2667,-8.7180,0.0000,1.7636,-8.8369,0.1978,2.8777,-4.8110,0.1978,2.8777,-4.8110,0.7409,3.2900,-5.3836,0.3805,2.4943,-6.0579,1.0942,3.2012,-5.2709,0.4442,2.7921,-5.3243,-0.3805,2.0703,-5.7749,0.3805,1.4694,-6.1412,-0.3805,1.5674,-6.1933,0.3814,0.3516,-6.0956,0.1978,2.8777,-4.8111,0.3805,0.3032,-8.0610,-0.5766,2.8816,-5.0042,-0.5766,2.8816,-5.0042,-0.7832,3.2976,-5.7637,-0.3805,2.4943,-6.0579,-1.1474,3.2110,-5.8366,-0.5539,2.7971,-5.5732,-0.3805,0.4714,-5.9692,-0.5766,2.8816,-5.0042,-0.3813,0.3034,-8.0584
0.59,-0.2264,2.8861,-4.8906,-0.0458,2.7302,-5.5150,-0.3214,2.6236,-4.5628,0.1923,3.2738,-5.2436,-0.0986,2.3912,-5.3332,-0.0327,2.4445,-5.5608,0.3808,2.0393,-5.8192,0.0000,2.3767,-7.8533,0.0000,2.3510,-7.1833,0.0000,2.3767,-7.8533,0.0000,2.4122,-6.4522,-0.2467,1.0589,-4.8243,-0.3099,1.1185,-4.6057,-0.3530,1.3117,-4.4562,-0.3887,1.5806,-4.3322,-0.3709,2.2312,-4.3924,-0.3984,1.8630,-4.2981,0.0000,2.0534,-8.7660,-0.3805,2.2007,-8.1352,0.3805,2.2007,-8.1352,0.3805,1.3401,-7.9059,-0.3806,1.3404,-7.9047,0.0000,2.5514,-5.8390,-0.3915,3.2742,-5.4125,0.0000,2.2675,-8.5882,0.0000,1.5162,-8.7615,0.0000,1.2576,-8.7200,0.0000,1.7566,-8.8279,0.1656,2.8904,-4.8096,0.1656,2.8904,-4.8096,0.7249,3.2911,-5.3880,0.3805,2.4894,-6.0587,1.0709,3.2099,-5.2497,0.4309,2.7962,-5.3118,-0.3805,2.0721,-5.7658,0.3805,1.4700,-6.1414,-0.3805,1.5974,-6.2160,0.3811,0.3522,-6.0961,0.1656,2.8904,-4.8096,0.3805,0.3039,-8.0604,-0.6011,2.8909,-5.0314,-0.6011,2.8909,-5.0314,-0.7646,3.2920,-5.8190,-0.3805,2.4894,-6.0587,-1.1309,3.2111,-5.8876,-0.5573,2.7968,-5.5977,-0.3805,0.5425,-5.8435,-0.6011,2.8909,-5.0314,-0.3808,0.3040,-8.0580
0.69,-0.2321,2.8851,-4.8939,-0.0470,2.7301,-5.5172,-0.3291,2.6221,-4.5671,0.1886,3.2737,-5.2435,-0.1007,2.3909,-5.3362,-0.0333,2.4444,-5.5633,0.3808,2.0381,-5.8167,0.0000,2.3755,-7.8533,0.0000,2.3446,-7.1835,0.0000,2.3755,-7.8533,0.0000,2.4059,-6.4524,-0.2646,1.0227,-4.7835,-0.3278,1.1000,-4.5706,-0.3681,1.3040,-4.4351,-0.4008,1.5793,-4.3251,-0.3794,2.2295,-4.3975,-0.4087,1.8625,-4.2988,0.0000,2.0287,-8.7331,-0.3805,2.1995,-8.1352,0.3805,2.1995,-8.1352,0.3805,1.3397,-7.9026,-0.3805,1.3401,-7.9014,0.0000,2.5502,-5.8404,-0.3939,3.2736,-5.4165,0.0000,2.2663,-8.5882,0.0000,1.4819,-8.7036,0.0000,1.2200,-8.6980,0.0000,1.7262,-8.7535,0.1593,2.8898,-4.8101,0.1593,2.8898,-4.8101,0.7030,3.2855,-5.4438,0.3805,2.4864,-6.0596,1.0619,3.2007,-5.3470,0.4282,2.7964,-5.3106,-0.3805,2.0657,-5.7716,0.3805,1.4705,-6.1418,-0.3805,1.5920,-6.2228,0.3807,0.3526,-6.0973,0.1593,2.8898,-4.8101,0.3805,0.3041,-8.0609,-0.6058,2.8897,-5.0373,-0.6058,2.8897,-5.0373,-0.7155,3.2853,-5.8651,-0.3805,2.4864,-6.0596,-1.0692,3.2004,-5.9797,-0.5579,2.7962,-5.6034,-0.3805,0.5678,-5.7727,-0.6058,2.8897,-5.0373,-0.3805,0.3044,-8.0593
0.79,-0.2316,2.8697,-4.8906,-0.0469,2.7293,-5.5175,-0.3266,2.5992,-4.5695,0.1865,3.2680,-5.2324,-0.0985,2.3860,-5.3438,-0.0318,2.4449,-5.5698,0.3808,2.0378,-5.8176,0.0000,2.3770,-7.8533,0.0000,2.3406,-7.1838,0.0000,2.3770,-7.8533,0.0000,2.4021,-6.4527,-0.2826,0.9434,-4.7254,-0.3419,1.0492,-4.5238,-0.3745,1.2686,-4.4125,-0.4002,1.5522,-4.3239,-0.3746,2.2027,-4.4084,-0.4046,1.8363,-4.3079,0.0000,2.0096,-8.6920,-0.3805,2.2010,-8.1352,0.3805,2.2010,-8.1352,0.3805,1.3398,-7.9078,-0.3805,1.3400,-7.9072,0.0000,2.5517,-5.8420,-0.3964,3.2687,-5.4043,0.0000,2.2678,-8.5882,0.0000,1.4601,-8.6344,0.0000,1.2003,-8.6670,0.0000,1.7076,-8.6649,0.1600,2.8746,-4.8075,0.1600,2.8746,-4.8075,0.6691,3.2807,-5.5003,0.3805,2.4860,-6.0606,1.0372,3.1814,-5.5019,0.4283,2.7935,-5.3103,-0.3805,2.0681,-5.7686,0.3805,1.4695,-6.1415,-0.3805,1.5957,-6.2211,0.3805,0.3516,-6.0960,0.1600,2.8746,-4.8075,0.3805,0.3035,-8.0615,-0.6056,2.8755,-5.0332,-0.6056,2.8755,-5.0332,-0.6565,3.2823,-5.8911,-0.3805,2.4860,-6.0606,-0.9651,3.1838,-6.0923,-0.5584,2.7947,-5.6013,-0.3805,0.5573,-5.8046,-0.6056,2.8755,-5.0332,-0.3805,0.3037,-8.0608
0.89,-0.2284,2.8458,-4.8839,-0.0464,2.7297,-5.5166,-0.3193,2.5631,-4.5723,0.1843,3.2597,-5.2135,-0.0941,2.3799,-5.3551,-0.0293,2.4474,-5.5792,0.3808,2.0391,-5.8221,0.0000,2.3820,-7.8533,0.0000,2.3402,-7.1841,0.0000,2.3820,-7.8533,0.0000,2.4019,-6.4530,-0.3036,0.8437,-4.6471,-0.3556,0.9835,-4.4653,-0.3772,1.2182,-4.3875,-0.3935,1.5098,-4.3275,-0.3631,2.1607,-4.4252,-0.3934,1.7944,-4.3245,0.0000,2.0092,-8.6774,-0.3805,2.2061,-8.1352,0.3805,2.2061,-8.1352,0.3805,1.3410,-7.9231,-0.3805,1.3407,-7.9243,0.0000,2.5568,-5.8436,-0.3996,3.2617,-5.3820,0.0000,2.2729,-8.5882,0.0000,1.4605,-8.6138,0.0000,1.2023,-8.6578,0.0000,1.7088,-8.6365,0.1636,2.8510,-4.8029,0.1636,2.8510,-4.8029,0.6389,3.2831,-5.5260,0.3805,2.4891,-6.0617,0.9890,3.1744,-5.6309,0.4295,2.7903,-5.3099,-0.3805,2.0728,-5.7674,0.3805,1.4685,-6.1421,-0.3805,1.5902,-6.2091,0.3805,0.3507,-6.0973,0.1636,2.8510,-4.8029,0.3805,0.3024,-8.0603,-0.6033,2.8536,-5.0241,-0.6033,2.8536,-5.0241,-0.6178,3.2874,-5.8884,-0.3805,2.4891,-6.0617,-0.8590,3.1808,-6.1639,-0.5588,2.7938,-5.5950,-0.3805,0.5153,-5.8990,-0.6033,2.8536,-5.0241,-0.3805,0.3022,-8.0624
0.99,-0.2232,2.8173,-4.8765,-0.0455,2.7303,-5.5151,-0.3086,2.5205,-4.5766,0.1827,3.2491,-5.1914,-0.0885,2.3734,-5.3684,-0.0262,2.4512,-5.5899,0.3807,2.0415,-5.8278,0.0000,2.3886,-7.8533,0.0000,2.3415,-7.1844,0.0000,2.3886,-7.8533,0.0000,2.4034,-6.4534,-0.3275,0.7446,-4.5456,-0.3690,0.9190,-4.3933,-0.3777,1.1644,-4.3572,-0.3831,1.4615,-4.3318,-0.3473,2.1119,-4.4463,-0.3776,1.7456,-4.3453,0.0000,2.0199,-8.6887,-0.3805,2.2127,-8.1352,0.3805,2.2127,-8.1352,0.3805,1.3426,-7.9444,-0.3805,1.3424,-7.9456,0.0000,2.5633,-5.8453,-0.4027,3.2524,-5.3548,0.0000,2.2795,-8.5882,0.0000,1.4703,-8.6331,0.0000,1.2087,-8.6205,0.0000,1.7176,-8.6648,0.1694,2.8229,-4.7986,0.1694,2.8229,-4.7986,0.6343,3.2904,-5.5061,0.3805,2.4939,-6.0628,0.9626,3.1850,-5.6690,0.4316,2.7868,-5.3099,-0.3805,2.0664,-5.7849,0.3805,1.4677,-6.1421,-0.3805,1.5482,-6.1841,0.3805,0.3499,-6.0965,0.1694,2.8229,-4.7986,0.3805,0.3014,-8.0604,-0.5993,2.8273,-5.0132,-0.5993,2.8273,-5.0132,-0.6256,3.2977,-5.8578,-0.3805,2.4939,-6.0628,-0.8232,3.1953,-6.1675,-0.5592,2.7925,-5.5864,-0.3805,0.4439,-6.0055,-0.5993,2.8273,-5.0132,-0.3805,0.3012,-8.0621
