time,centroidA_x,centroidA_y,centroidA_z,centroidB_x,centroidB_y,centroidB_z,distance,rel_velocity,angle_deg,bounds_intersect,boundsA_min_x,boundsA_min_y,boundsA_min_z,boundsA_max_x,boundsA_max_y,boundsA_max_z,boundsB_min_x,boundsB_min_y,boundsB_min_z,boundsB_max_x,boundsB_max_y,boundsB_max_z,boundsB_min_world_x,boundsB_min_world_y,boundsB_min_world_z,boundsB_max_world_x,boundsB_max_world_y,boundsB_max_world_z
0.08,-0.0052,1.8174,-5.8934,5.8700,1.5249,5.3101,12.6539,0.0000,0.00,True,-1.2812,-1.7103,-1.6981,1.2906,1.7941,3.3790,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0249,6.8101
0.08,-0.0052,1.8174,-5.8934,-5.3467,1.5278,5.3095,12.4146,0.0000,0.00,True,-1.2812,-1.7103,-1.6981,1.2906,1.7941,3.3790,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8496,0.0304,3.8098,-3.8439,3.0252,6.8093
0.18,-0.0275,1.8008,-5.8909,5.8700,1.5250,5.3100,12.6617,0.2799,0.00,True,-1.3982,-1.7105,-1.7214,1.4268,1.8000,3.4023,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
0.18,-0.0275,1.8008,-5.8909,-5.3499,1.5250,5.3098,12.4041,0.2376,4.80,True,-1.3982,-1.7105,-1.7214,1.4268,1.8000,3.4023,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0249,3.8098,-3.8499,3.0251,6.8098
0.28,-0.0471,1.7835,-5.8942,5.8700,1.5250,5.3100,12.6734,0.2636,0.00,True,-1.4846,-1.7207,-1.7514,1.4999,1.7692,3.4054,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
0.28,-0.0471,1.7835,-5.8942,-5.3498,1.5250,5.3099,12.3983,0.2639,0.00,True,-1.4846,-1.7207,-1.7514,1.4999,1.7692,3.4054,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0250,3.8098,-3.8499,3.0250,6.8099
0.38,-0.0517,1.7409,-5.8805,5.8700,1.5250,5.3100,12.6626,0.4499,0.00,True,-1.5129,-1.7335,-1.7595,1.5165,1.7118,3.3876,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
0.38,-0.0517,1.7409,-5.8805,-5.3498,1.5250,5.3099,12.3831,0.4500,0.00,True,-1.5129,-1.7335,-1.7595,1.5165,1.7118,3.3876,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0250,3.8098,-3.8499,3.0250,6.8099
0.48,-0.0404,1.6935,-5.8312,5.8700,1.5250,5.3100,12.6130,0.6928,0.00,True,-1.4942,-1.7347,-1.7481,1.5114,1.6553,3.3610,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
0.48,-0.0404,1.6935,-5.8312,-5.3498,1.5250,5.3099,12.3427,0.6928,0.00,True,-1.4942,-1.7347,-1.7481,1.5114,1.6553,3.3610,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0250,3.8098,-3.8499,3.0250,6.8099
