time,centroidA_x,centroidA_y,centroidA_z,centroidB_x,centroidB_y,centroidB_z,distance,rel_velocity,angle_deg,bounds_intersect,boundsA_min_x,boundsA_min_y,boundsA_min_z,boundsA_max_x,boundsA_max_y,boundsA_max_z,boundsB_min_x,boundsB_min_y,boundsB_min_z,boundsB_max_x,boundsB_max_y,boundsB_max_z,boundsB_min_world_x,boundsB_min_world_y,boundsB_min_world_z,boundsB_max_world_x,boundsB_max_world_y,boundsB_max_world_z
2.53,0.0223,1.5729,-3.6539,-5.3498,1.5250,5.3099,10.4504,1.1294,0.00,True,-1.2908,-1.7126,-1.8108,1.2480,1.5995,3.1730,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0250,3.8098,-3.8499,3.0250,6.8099
2.64,0.0236,1.5660,-3.5258,5.8700,1.5250,5.3100,10.5950,1.2834,0.00,True,-1.3044,-1.7162,-1.8548,1.2641,1.5887,3.1911,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
2.64,0.0236,1.5660,-3.5258,-5.3498,1.5250,5.3099,10.3414,1.2834,0.00,True,-1.3044,-1.7162,-1.8548,1.2641,1.5887,3.1911,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0250,3.8098,-3.8499,3.0250,6.8099
2.74,0.0240,1.5695,-3.3945,5.8700,1.5250,5.3100,10.4855,1.3131,0.00,True,-1.3043,-1.7093,-1.8642,1.2739,1.5800,3.2167,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
2.74,0.0240,1.5695,-3.3945,-5.3498,1.5250,5.3099,10.2297,1.3131,0.00,True,-1.3043,-1.7093,-1.8642,1.2739,1.5800,3.2167,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0250,3.8098,-3.8499,3.0250,6.8099
2.84,0.0235,1.5736,-3.2648,5.8700,1.5250,5.3100,10.3784,1.2978,0.00,True,-1.2900,-1.7086,-1.7799,1.2735,1.5694,3.2385,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
2.84,0.0235,1.5736,-3.2648,-5.3498,1.5250,5.3099,10.1193,1.2978,0.00,True,-1.2900,-1.7086,-1.7799,1.2735,1.5694,3.2385,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0250,3.8098,-3.8499,3.0250,6.8099
2.94,0.0208,1.5725,-3.1378,5.8700,1.5250,5.3100,10.2753,1.2708,0.00,True,-1.2685,-1.7106,-1.8516,1.2631,1.5577,3.2500,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
2.94,0.0208,1.5725,-3.1378,-5.3498,1.5250,5.3099,10.0104,1.2708,0.00,True,-1.2685,-1.7106,-1.8516,1.2631,1.5577,3.2500,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0250,3.8098,-3.8499,3.0250,6.8099
3.04,0.0160,1.5742,-3.0149,5.8700,1.5250,5.3100,10.1772,1.2298,0.00,True,-1.2507,-1.7102,-1.8685,1.2541,1.5569,3.2509,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
3.04,0.0160,1.5742,-3.0149,-5.3498,1.5250,5.3099,9.9044,1.2298,0.00,True,-1.2507,-1.7102,-1.8685,1.2541,1.5569,3.2509,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0250,3.8098,-3.8499,3.0250,6.8099
3.15,0.0086,1.5763,-2.8942,5.8700,1.5250,5.3100,10.0830,1.2093,0.00,True,-1.2354,-1.7203,-1.8308,1.2465,1.5659,3.2392,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
3.15,0.0086,1.5763,-2.8942,-5.3498,1.5250,5.3099,9.7991,1.2093,0.00,True,-1.2354,-1.7203,-1.8308,1.2465,1.5659,3.2392,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0250,3.8098,-3.8499,3.0250,6.8099
3.25,-0.0005,1.5782,-2.7833,5.8700,1.5250,5.3100,9.9984,1.1125,0.00,True,-1.2254,-1.7262,-1.7676,1.2431,1.5792,3.2192,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
3.25,-0.0005,1.5782,-2.7833,-5.3498,1.5250,5.3099,9.7015,1.1125,0.00,True,-1.2254,-1.7262,-1.7676,1.2431,1.5792,3.2192,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0250,3.8098,-3.8499,3.0250,6.8099
3.35,-0.0099,1.5794,-2.6744,5.8700,1.5250,5.3100,9.9160,1.0935,0.00,True,-1.2236,-1.7078,-1.6930,1.2481,1.5927,3.1964,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
3.35,-0.0099,1.5794,-2.6744,-5.3498,1.5250,5.3099,9.6055,1.0935,0.00,True,-1.2236,-1.7078,-1.6930,1.2481,1.5927,3.1964,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0250,3.8098,-3.8499,3.0250,6.8099
3.45,-0.0166,1.5788,-2.5675,5.8700,1.5250,5.3100,9.8342,1.0708,0.00,True,-1.2274,-1.7075,-1.7316,1.2610,1.6015,3.1775,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,4.3700,0.0250,3.8100,7.3700,3.0250,6.8100
3.45,-0.0166,1.5788,-2.5675,-5.3498,1.5250,5.3099,9.5131,1.0708,0.00,True,-1.2274,-1.7075,-1.7316,1.2610,1.6015,3.1775,-0.5000,-0.5000,-0.5000,0.5000,0.5000,0.5000,-6.8498,0.0250,3.8098,-3.8499,3.0250,6.8099
