collision_time,collider_a,collider_b,contact_x,contact_y,contact_z
31.22,Elephant,cube,7.445,2.090,6.209
31.23,Elephant,cube,7.445,2.090,6.209
31.23,Elephant,cube,7.445,2.090,6.209
31.23,Elephant,cube,7.445,2.090,6.209
31.24,Elephant,cube,7.445,2.090,6.209
31.24,Elephant,cube,7.445,1.650,6.205
31.24,Elephant,cube,7.445,2.090,6.209
31.26,Elephant,cube,7.445,2.090,6.209
31.26,Elephant,cube,7.445,2.090,6.212
31.26,Elephant,cube,7.445,2.090,6.212
31.27,Elephant,cube,7.445,2.090,6.212
31.28,Elephant,cube,7.445,2.090,6.214
31.28,Elephant,cube,7.445,2.090,6.215
31.28,Elephant,cube,7.445,2.090,6.215
31.29,Elephant,cube,7.445,2.090,6.215
31.29,Elephant,cube,7.445,2.090,6.215
31.29,Elephant,cube,7.445,2.090,6.215
31.30,Elephant,cube,7.445,2.090,6.215
31.30,Elephant,cube,7.445,2.090,6.215
31.30,Elephant,cube,7.445,2.090,6.215
31.31,Elephant,cube,7.445,2.090,6.215
31.31,Elephant,cube,7.445,2.090,6.215
31.31,Elephant,cube,7.445,2.090,6.215
31.32,Elephant,cube,7.445,2.090,6.215
31.32,Elephant,cube,7.445,2.090,6.215
31.32,Elephant,cube,7.445,2.090,6.215
31.33,Elephant,cube,7.445,2.090,6.215
31.33,Elephant,cube,7.445,2.090,6.215
31.33,Elephant,cube,7.445,2.090,6.215
31.34,Elephant,cube,7.445,2.090,6.215
31.34,Elephant,cube,7.445,2.090,6.215
31.34,Elephant,cube,7.445,1.650,6.211
31.34,Elephant,cube,7.445,2.090,6.215
31.36,Elephant,cube,7.445,2.090,6.215
31.36,Elephant,cube,7.445,2.090,6.218
31.37,Elephant,cube,7.445,2.090,6.220
31.37,Elephant,cube,7.445,2.090,6.220
31.38,Elephant,cube,7.445,2.090,6.220
31.38,Elephant,cube,7.445,2.090,6.220
31.38,Elephant,cube,7.445,2.090,6.220
31.39,Elephant,cube,7.445,2.090,6.220
31.39,Elephant,cube,7.445,2.090,6.220
31.39,Elephant,cube,7.445,2.090,6.220
31.40,Elephant,cube,7.445,2.090,6.220
31.40,Elephant,cube,7.445,2.090,6.220
31.41,Elephant,cube,7.445,2.090,6.220
31.41,Elephant,cube,7.445,2.090,6.221
31.41,Elephant,cube,7.445,2.090,6.221
31.42,Elephant,cube,7.445,2.090,6.221
31.42,Elephant,cube,7.445,2.090,6.221
31.43,Elephant,cube,7.445,2.090,6.222
31.43,Elephant,cube,7.445,2.090,6.223
31.43,Elephant,cube,7.445,2.090,6.223
31.44,Elephant,cube,7.445,2.090,6.223
31.44,Elephant,cube,7.445,2.090,6.223
31.44,Elephant,cube,7.445,1.650,6.219
31.44,Elephant,cube,7.445,2.090,6.223
31.46,Elephant,cube,7.445,2.090,6.223
31.46,Elephant,cube,7.445,2.090,6.226
31.47,Elephant,cube,7.445,2.090,6.226
31.47,Elephant,cube,7.445,2.090,6.226
31.47,Elephant,cube,7.445,2.090,6.226
31.48,Elephant,cube,7.445,2.090,6.226
31.48,Elephant,cube,7.445,2.090,6.226
31.49,Elephant,cube,7.445,2.090,6.228
31.49,Elephant,cube,7.445,2.090,6.228
31.49,Elephant,cube,7.445,2.090,6.228
31.50,Elephant,cube,7.445,2.090,6.228
31.50,Elephant,cube,7.445,2.090,6.228
31.50,Elephant,cube,7.445,2.090,6.228
31.51,Elephant,cube,7.445,2.090,6.228
31.51,Elephant,cube,7.445,2.090,6.228
31.52,Elephant,cube,7.445,2.090,6.228
31.52,Elephant,cube,7.445,2.090,6.229
31.52,Elephant,cube,7.445,2.090,6.229
31.53,Elephant,cube,7.445,2.090,6.229
31.53,Elephant,cube,7.445,2.090,6.229
31.53,Elephant,cube,7.445,2.090,6.229
31.54,Elephant,cube,7.445,2.090,6.229
31.54,Elephant,cube,7.445,2.090,6.229
31.54,Elephant,cube,7.445,2.090,6.229
31.55,Elephant,cube,7.445,1.650,6.225
31.55,Elephant,cube,7.445,2.090,6.229
31.57,Elephant,cube,7.445,2.090,6.230
31.58,Elephant,cube,7.445,2.090,6.235
31.59,Elephant,cube,7.445,2.090,6.237
31.59,Elephant,cube,7.445,2.090,6.239
31.59,Elephant,cube,7.445,2.090,6.239
31.60,Elephant,cube,7.445,2.090,6.239
31.60,Elephant,cube,7.445,2.090,6.239
31.61,Elephant,cube,7.445,2.090,6.239
31.61,Elephant,cube,7.445,2.090,6.240
31.61,Elephant,cube,7.445,2.090,6.240
31.62,Elephant,cube,7.445,2.090,6.240
31.62,Elephant,cube,7.445,2.090,6.240
31.62,Elephant,cube,7.445,2.090,6.240
31.63,Elephant,cube,7.445,2.090,6.240
31.63,Elephant,cube,7.445,2.090,6.240
31.63,Elephant,cube,7.445,2.090,6.240
31.64,Elephant,cube,7.445,2.090,6.240
31.64,Elephant,cube,7.445,2.090,6.241
31.64,Elephant,cube,7.445,2.090,6.241
31.65,Elephant,cube,7.445,2.090,6.241
31.65,Elephant,cube,7.445,1.650,6.237
31.65,Elephant,cube,7.445,2.090,6.241
31.67,Elephant,cube,7.445,2.090,6.241
31.67,Elephant,cube,7.445,2.090,6.244
31.68,Elephant,cube,7.445,2.090,6.245
31.68,Elephant,cube,7.445,2.090,6.245
31.68,Elephant,cube,7.445,2.090,6.245
31.69,Elephant,cube,7.445,2.090,6.245
31.69,Elephant,cube,7.445,2.090,6.245
31.69,Elephant,cube,7.445,2.090,6.245
31.70,Elephant,cube,7.445,2.090,6.245
31.70,Elephant,cube,7.445,2.090,6.245
31.70,Elephant,cube,7.445,2.090,6.245
31.71,Elephant,cube,7.445,2.090,6.245
31.71,Elephant,cube,7.445,2.090,6.245
31.72,Elephant,cube,7.445,2.090,6.245
31.72,Elephant,cube,7.445,2.090,6.246
31.73,Elephant,cube,7.445,2.090,6.246
31.73,Elephant,cube,7.445,2.090,6.248
31.74,Elephant,cube,7.445,2.090,6.249
31.74,Elephant,cube,7.445,2.090,6.249
31.74,Elephant,cube,7.445,2.090,6.249
31.75,Elephant,cube,7.445,2.090,6.249
31.76,Elephant,cube,7.445,1.650,6.247
31.76,Elephant,cube,7.445,2.090,6.251
31.77,Elephant,cube,7.445,2.090,6.252
31.78,Elephant,cube,7.445,2.090,6.256
31.78,Elephant,cube,7.445,2.090,6.257
31.79,Elephant,cube,7.445,2.090,6.257
31.79,Elephant,cube,7.445,2.090,6.257
31.79,Elephant,cube,7.445,2.090,6.257
31.80,Elephant,cube,7.445,2.090,6.257
31.80,Elephant,cube,7.445,2.090,6.257
31.80,Elephant,cube,7.445,2.090,6.257
31.81,Elephant,cube,7.445,2.090,6.257
31.81,Elephant,cube,7.445,2.090,6.257
31.81,Elephant,cube,7.445,2.090,6.257
31.82,Elephant,cube,7.445,2.090,6.257
31.82,Elephant,cube,7.445,2.090,6.257
31.82,Elephant,cube,7.445,2.090,6.257
31.83,Elephant,cube,7.445,2.090,6.257
31.83,Elephant,cube,7.445,2.090,6.257
31.84,Elephant,cube,7.445,2.090,6.257
31.84,Elephant,cube,7.445,2.090,6.257
31.84,Elephant,cube,7.445,2.090,6.257
31.85,Elephant,cube,7.445,2.090,6.257
31.85,Elephant,cube,7.445,2.090,6.257
31.85,Elephant,cube,7.445,2.090,6.257
31.86,Elephant,cube,7.445,1.650,6.253
31.86,Elephant,cube,7.445,2.090,6.257
31.87,Elephant,cube,7.445,2.090,6.257
31.88,Elephant,cube,7.445,2.090,6.260
31.88,Elephant,cube,7.445,2.090,6.262
31.89,Elephant,cube,7.445,2.090,6.263
31.89,Elephant,cube,7.445,2.090,6.263
31.89,Elephant,cube,7.445,2.090,6.263
31.90,Elephant,cube,7.445,2.090,6.263
31.90,Elephant,cube,7.445,2.090,6.263
31.91,Elephant,cube,7.445,2.090,6.263
31.91,Elephant,cube,7.445,2.090,6.263
31.91,Elephant,cube,7.445,2.090,6.263
31.92,Elephant,cube,7.445,2.090,6.263
31.92,Elephant,cube,7.445,2.090,6.263
31.92,Elephant,cube,7.445,2.090,6.263
31.93,Elephant,cube,7.445,2.090,6.263
31.93,Elephant,cube,7.445,2.090,6.263
31.93,Elephant,cube,7.445,2.090,6.263
31.94,Elephant,cube,7.445,2.090,6.263
31.94,Elephant,cube,7.445,2.090,6.263
31.94,Elephant,cube,7.445,2.090,6.263
31.95,Elephant,cube,7.445,2.090,6.263
31.95,Elephant,cube,7.445,2.090,6.263
31.95,Elephant,cube,7.445,2.090,6.263
31.96,Elephant,cube,7.445,2.090,6.263
31.96,Elephant,cube,7.445,1.650,6.259
31.96,Elephant,cube,7.445,2.090,6.263
31.97,Elephant,cube,7.445,2.090,6.263
31.98,Elephant,cube,7.445,2.090,6.266
31.98,Elephant,cube,7.445,2.090,6.267
31.99,Elephant,cube,7.445,2.090,6.267
31.99,Elephant,cube,7.445,2.090,6.267
31.99,Elephant,cube,7.445,2.090,6.267
32.00,Elephant,cube,7.445,2.090,6.267
32.00,Elephant,cube,7.445,2.090,6.267
32.01,Elephant,cube,7.445,2.090,6.267
32.01,Elephant,cube,7.445,2.090,6.267
32.01,Elephant,cube,7.445,2.090,6.267
32.02,Elephant,cube,7.445,2.090,6.267
32.02,Elephant,cube,7.445,2.090,6.267
32.02,Elephant,cube,7.445,2.090,6.267
32.03,Elephant,cube,7.445,2.090,6.267
32.04,Elephant,cube,7.445,2.090,6.269
32.04,Elephant,cube,7.445,2.090,6.270
32.04,Elephant,cube,7.445,2.090,6.270
32.05,Elephant,cube,7.445,2.090,6.270
32.05,Elephant,cube,7.445,2.090,6.270
32.05,Elephant,cube,7.445,2.090,6.270
32.06,Elephant,cube,7.445,2.090,6.270
32.06,Elephant,cube,7.445,1.650,6.266
32.06,Elephant,cube,7.445,2.090,6.270
32.08,Elephant,cube,7.445,2.090,6.270
32.08,Elephant,cube,7.445,2.090,6.273
32.08,Elephant,cube,7.445,2.090,6.273
32.09,Elephant,cube,7.445,2.090,6.273
32.09,Elephant,cube,7.445,2.090,6.273
32.09,Elephant,cube,7.445,2.090,6.274
32.10,Elephant,cube,7.445,2.090,6.274
32.10,Elephant,cube,7.445,2.090,6.274
32.11,Elephant,cube,7.445,2.090,6.274
32.11,Elephant,cube,7.445,2.090,6.274
32.11,Elephant,cube,7.445,2.090,6.274
32.11,Elephant,cube,7.445,2.090,6.274
32.12,Elephant,cube,7.445,2.090,6.274
32.12,Elephant,cube,7.445,2.090,6.274
32.13,Elephant,cube,7.445,2.090,6.274
32.13,Elephant,cube,7.445,2.090,6.274
32.13,Elephant,cube,7.445,2.090,6.274
32.14,Elephant,cube,7.445,2.090,6.274
32.14,Elephant,cube,7.445,2.090,6.274
32.14,Elephant,cube,7.445,2.090,6.274
32.14,Elephant,cube,7.445,2.090,6.274
32.15,Elephant,cube,7.445,2.090,6.274
32.15,Elephant,cube,7.445,2.090,6.274
32.15,Elephant,cube,7.445,2.090,6.274
32.16,Elephant,cube,7.445,2.090,6.274
32.16,Elephant,cube,7.445,2.090,6.274
32.16,Elephant,cube,7.445,1.650,6.271
32.16,Elephant,cube,7.445,2.090,6.274
32.18,Elephant,cube,7.445,2.090,6.274
32.19,Elephant,cube,7.445,2.090,6.278
32.19,Elephant,cube,7.445,2.090,6.279
32.19,Elephant,cube,7.445,2.090,6.281
32.20,Elephant,cube,7.445,2.090,6.281
32.20,Elephant,cube,7.445,2.090,6.281
32.21,Elephant,cube,7.445,2.090,6.281
32.21,Elephant,cube,7.445,2.090,6.281
32.21,Elephant,cube,7.445,2.090,6.281
32.22,Elephant,cube,7.445,2.090,6.281
32.22,Elephant,cube,7.445,2.090,6.281
32.22,Elephant,cube,7.445,2.090,6.281
32.23,Elephant,cube,7.445,2.090,6.281
32.23,Elephant,cube,7.445,2.090,6.281
32.23,Elephant,cube,7.445,2.090,6.281
32.24,Elephant,cube,7.445,2.090,6.281
32.24,Elephant,cube,7.445,2.090,6.281
32.24,Elephant,cube,7.445,2.090,6.281
32.25,Elephant,cube,7.445,2.090,6.281
32.25,Elephant,cube,7.445,2.090,6.281
32.25,Elephant,cube,7.445,2.090,6.281
32.26,Elephant,cube,7.445,2.090,6.281
32.26,Elephant,cube,7.445,2.090,6.281
32.26,Elephant,cube,7.445,1.650,6.277
32.26,Elephant,cube,7.445,2.090,6.281
32.28,Elephant,cube,7.445,2.090,6.281
32.28,Elephant,cube,7.445,2.090,6.284
32.29,Elephant,cube,7.445,2.090,6.284
32.29,Elephant,cube,7.445,2.090,6.284
32.29,Elephant,cube,7.445,2.090,6.284
32.30,Elephant,cube,7.445,2.090,6.284
32.30,Elephant,cube,7.445,2.090,6.284
32.30,Elephant,cube,7.445,2.090,6.284
32.31,Elephant,cube,7.445,2.090,6.284
32.31,Elephant,cube,7.445,2.090,6.284
32.31,Elephant,cube,7.445,2.090,6.284
32.32,Elephant,cube,7.445,2.090,6.284
32.32,Elephant,cube,7.445,2.090,6.284
32.32,Elephant,cube,7.445,2.090,6.284
32.33,Elephant,cube,7.445,2.090,6.284
32.33,Elephant,cube,7.445,2.090,6.284
32.34,Elephant,cube,7.445,2.090,6.284
32.34,Elephant,cube,7.445,2.090,6.285
32.35,Elephant,cube,7.445,2.090,6.286
32.35,Elephant,cube,7.445,2.090,6.286
32.36,Elephant,cube,7.445,2.090,6.287
32.36,Elephant,cube,7.445,2.090,6.287
32.36,Elephant,cube,7.445,2.090,6.287
32.37,Elephant,cube,7.445,1.650,6.284
32.37,Elephant,cube,7.445,2.090,6.287
32.38,Elephant,cube,7.445,2.090,6.287
32.39,Elephant,cube,7.445,2.090,6.291
32.39,Elephant,cube,7.445,2.090,6.291
32.39,Elephant,cube,7.445,2.090,6.291
32.40,Elephant,cube,7.445,2.090,6.291
32.40,Elephant,cube,7.445,2.090,6.291
