time,elephant_Snout_bone_x,elephant_Snout_bone_y,elephant_Snout_bone_z,elephant_Head_bone_x,elephant_Head_bone_y,elephant_Head_bone_z,elephant_Trunk1_bone_x,elephant_Trunk1_bone_y,elephant_Trunk1_bone_z,elephant_r_Ear1_bone_x,elephant_r_Ear1_bone_y,elephant_r_Ear1_bone_z,elephant_Mandible_bone_x,elephant_Mandible_bone_y,elephant_Mandible_bone_z,elephant_Jaw_bone_x,elephant_Jaw_bone_y,elephant_Jaw_bone_z,elephant_r_Humerus_bone_x,elephant_r_Humerus_bone_y,elephant_r_Humerus_bone_z,elephant_Spine1_bone_x,elephant_Spine1_bone_y,elephant_Spine1_bone_z,elephant_Spine2_bone_x,elephant_Spine2_bone_y,elephant_Spine2_bone_z,elephant_Pelvis_bone_x,elephant_Pelvis_bone_y,elephant_Pelvis_bone_z,elephant_Spine3_bone_x,elephant_Spine3_bone_y,elephant_Spine3_bone_z,elephant_Trunk7_bone_x,elephant_Trunk7_bone_y,elephant_Trunk7_bone_z,elephant_Trunk6_bone_x,elephant_Trunk6_bone_y,elephant_Trunk6_bone_z,elephant_Trunk5_bone_x,elephant_Trunk5_bone_y,elephant_Trunk5_bone_z,elephant_Trunk4_bone_x,elephant_Trunk4_bone_y,elephant_Trunk4_bone_z,elephant_Trunk2_bone_x,elephant_Trunk2_bone_y,elephant_Trunk2_bone_z,elephant_Trunk3_bone_x,elephant_Trunk3_bone_y,elephant_Trunk3_bone_z,elephant_Tail2_bone_x,elephant_Tail2_bone_y,elephant_Tail2_bone_z,elephant_l_Femur_bone_x,elephant_l_Femur_bone_y,elephant_l_Femur_bone_z,elephant_r_Femur_bone_x,elephant_r_Femur_bone_y,elephant_r_Femur_bone_z,elephant_r_Tibia_bone_x,elephant_r_Tibia_bone_y,elephant_r_Tibia_bone_z,elephant_l_Tibia_bone_x,elephant_l_Tibia_bone_y,elephant_l_Tibia_bone_z,elephant_Neck_bone_x,elephant_Neck_bone_y,elephant_Neck_bone_z,elephant_l_Ear1_bone_x,elephant_l_Ear1_bone_y,elephant_l_Ear1_bone_z,elephant_Tail1_bone_x,elephant_Tail1_bone_y,elephant_Tail1_bone_z,elephant_Tail4_bone_x,elephant_Tail4_bone_y,elephant_Tail4_bone_z,elephant_Tail5_bone_x,elephant_Tail5_bone_y,elephant_Tail5_bone_z,elephant_Tail3_bone_x,elephant_Tail3_bone_y,elephant_Tail3_bone_z,elephant_r_UpperEyelid_bone_x,elephant_r_UpperEyelid_bone_y,elephant_r_UpperEyelid_bone_z,elephant_r_LowerEyelid_bone_x,elephant_r_LowerEyelid_bone_y,elephant_r_LowerEyelid_bone_z,elephant_r_Ear2_bone_x,elephant_r_Ear2_bone_y,elephant_r_Ear2_bone_z,elephant_r_Scapula_bone_x,elephant_r_Scapula_bone_y,elephant_r_Scapula_bone_z,elephant_r_Ear3_bone_x,elephant_r_Ear3_bone_y,elephant_r_Ear3_bone_z,elephant_r_Ear4_bone_x,elephant_r_Ear4_bone_y,elephant_r_Ear4_bone_z,elephant_l_Humerus_bone_x,elephant_l_Humerus_bone_y,elephant_l_Humerus_bone_z,elephant_r_Radius_bone_x,elephant_r_Radius_bone_y,elephant_r_Radius_bone_z,elephant_l_Radius_bone_x,elephant_l_Radius_bone_y,elephant_l_Radius_bone_z,elephant_r_Paw_bone_x,elephant_r_Paw_bone_y,elephant_r_Paw_bone_z,elephant_r_Eye_bone_x,elephant_r_Eye_bone_y,elephant_r_Eye_bone_z,elephant_r_Toe_bone_x,elephant_r_Toe_bone_y,elephant_r_Toe_bone_z,elephant_l_UpperEyelid_bone_x,elephant_l_UpperEyelid_bone_y,elephant_l_UpperEyelid_bone_z,elephant_l_LowerEyelid_bone_x,elephant_l_LowerEyelid_bone_y,elephant_l_LowerEyelid_bone_z,elephant_l_Ear2_bone_x,elephant_l_Ear2_bone_y,elephant_l_Ear2_bone_z,elephant_l_Scapula_bone_x,elephant_l_Scapula_bone_y,elephant_l_Scapula_bone_z,elephant_l_Ear3_bone_x,elephant_l_Ear3_bone_y,elephant_l_Ear3_bone_z,elephant_l_Ear4_bone_x,elephant_l_Ear4_bone_y,elephant_l_Ear4_bone_z,elephant_l_Paw_bone_x,elephant_l_Paw_bone_y,elephant_l_Paw_bone_z,elephant_l_Eye_bone_x,elephant_l_Eye_bone_y,elephant_l_Eye_bone_z,elephant_l_Toe_bone_x,elephant_l_Toe_bone_y,elephant_l_Toe_bone_z
0.08,-0.0093,2.8060,-4.8294,-0.0018,2.7378,-5.4944,-0.0132,2.5005,-4.5262,0.2998,3.2505,-5.2259,-0.0040,2.3767,-5.3518,-0.0013,2.4610,-5.5796,0.3807,2.0661,-5.8447,0.0000,2.4113,-7.8533,0.0000,2.4031,-7.1828,0.0000,2.4113,-7.8533,0.0000,2.4636,-6.4517,-0.0167,0.7107,-4.4808,-0.0181,0.8921,-4.3311,-0.0180,1.1388,-4.3041,-0.0177,1.4364,-4.2853,-0.0153,2.0883,-4.4018,-0.0171,1.7205,-4.3017,0.0000,2.0399,-8.6817,-0.3805,2.2353,-8.1352,0.3805,2.2353,-8.1352,0.3805,1.3606,-7.9674,-0.3806,1.3607,-7.9670,0.0000,2.5859,-5.8349,-0.3078,3.2515,-5.2328,0.0000,2.3021,-8.5882,0.0000,1.4881,-8.7012,0.0000,1.2262,-8.6994,0.0000,1.7374,-8.7021,0.3901,2.8141,-4.8552,0.3901,2.8141,-4.8552,0.6575,3.3053,-5.6429,0.3805,2.5300,-6.0562,0.9272,3.2074,-5.8941,0.5118,2.7944,-5.4176,-0.3804,2.0660,-5.8450,0.3805,1.4835,-6.1422,-0.3804,1.4835,-6.1429,0.3809,0.3656,-6.0986,0.3901,2.8141,-4.8552,0.3805,0.3171,-8.0607,-0.4080,2.8154,-4.8643,-0.4080,2.8154,-4.8643,-0.6558,3.3074,-5.6578,-0.3805,2.5300,-6.0562,-0.9205,3.2105,-5.9146,-0.5168,2.7960,-5.4293,-0.3805,0.3657,-6.0989,-0.4080,2.8154,-4.8643,-0.3808,0.3171,-8.0600
0.18,-0.0471,2.8088,-4.8350,-0.0093,2.7243,-5.4971,-0.0671,2.5109,-4.5249,0.2829,3.2418,-5.2273,-0.0205,2.3668,-5.3460,-0.0067,2.4455,-5.5754,0.3807,2.0494,-5.8404,0.0000,2.3931,-7.8533,0.0000,2.3830,-7.1829,0.0000,2.3931,-7.8533,0.0000,2.4437,-6.4517,-0.0762,0.7562,-4.5720,-0.0853,0.9134,-4.3973,-0.0871,1.1542,-4.3373,-0.0878,1.4488,-4.2909,-0.0776,2.1018,-4.3909,-0.0857,1.7333,-4.2937,0.0000,2.0309,-8.7041,-0.3805,2.2172,-8.1352,0.3805,2.2172,-8.1352,0.3805,1.3445,-7.9569,-0.3811,1.3447,-7.9558,0.0000,2.5678,-5.8353,-0.3238,3.2459,-5.2625,0.0000,2.2840,-8.5882,0.0000,1.4806,-8.7197,0.0000,1.2192,-8.7041,0.0000,1.7294,-8.7362,0.3531,2.8141,-4.8423,0.3531,2.8141,-4.8423,0.6967,3.2857,-5.5901,0.3805,2.5112,-6.0565,1.0157,3.1828,-5.7719,0.5005,2.7799,-5.3978,-0.3804,2.0491,-5.8410,0.3805,1.4687,-6.1416,-0.3804,1.4685,-6.1424,0.3816,0.3508,-6.0976,0.3531,2.8141,-4.8423,0.3805,0.3021,-8.0611,-0.4437,2.8195,-4.8885,-0.4437,2.8195,-4.8885,-0.6922,3.2951,-5.6706,-0.3805,2.5112,-6.0565,-0.9927,3.1968,-5.8838,-0.5264,2.7869,-5.4573,-0.3805,0.3506,-6.0982,-0.4437,2.8195,-4.8885,-0.3817,0.3022,-8.0591
0.29,-0.0980,2.8319,-4.8456,-0.0195,2.7261,-5.5010,-0.1395,2.5441,-4.5282,0.2590,3.2504,-5.2300,-0.0427,2.3737,-5.3398,-0.0140,2.4449,-5.5702,0.3807,2.0468,-5.8350,0.0000,2.3887,-7.8533,0.0000,2.3758,-7.1829,0.0000,2.3887,-7.8533,0.0000,2.4365,-6.4518,-0.1375,0.8520,-4.6868,-0.1606,0.9728,-4.4863,-0.1705,1.1993,-4.3854,-0.1775,1.4861,-4.3039,-0.1613,2.1396,-4.3824,-0.1764,1.7703,-4.2892,0.0000,2.0408,-8.7313,-0.3805,2.2128,-8.1352,0.3805,2.2128,-8.1352,0.3805,1.3430,-7.9431,-0.3811,1.3433,-7.9418,0.0000,2.5634,-5.8359,-0.3443,3.2565,-5.3032,0.0000,2.2796,-8.5882,0.0000,1.4946,-8.7411,0.0000,1.2347,-8.7085,0.0000,1.7412,-8.7778,0.3019,2.8349,-4.8280,0.3019,2.8349,-4.8280,0.7317,3.2830,-5.5132,0.3805,2.5058,-6.0568,1.0903,3.1785,-5.5899,0.4835,2.7822,-5.3718,-0.3805,2.0465,-5.8356,0.3805,1.4688,-6.1413,-0.3805,1.4685,-6.1420,0.3818,0.3509,-6.0966,0.3019,2.8349,-4.8280,0.3805,0.3021,-8.0613,-0.4904,2.8429,-4.9242,-0.4904,2.8429,-4.9242,-0.7347,3.2979,-5.6913,-0.3805,2.5058,-6.0568,-1.0691,3.2011,-5.8471,-0.5376,2.7926,-5.4958,-0.3805,0.3506,-6.0978,-0.4904,2.8429,-4.9242,-0.3819,0.3023,-8.0588
0.39,-0.1443,2.8248,-4.8534,-0.0292,2.7119,-5.5022,-0.2027,2.5404,-4.5355,0.2324,3.2401,-5.2220,-0.0604,2.3612,-5.3385,-0.0191,2.4299,-5.5678,0.3786,2.0340,-5.8292,0.0000,2.3799,-7.8533,0.0000,2.3633,-7.1830,0.0000,2.3799,-7.8533,0.0000,2.4216,-6.4517,-0.1669,0.9250,-4.7822,-0.2055,1.0037,-4.5639,-0.2291,1.2088,-4.4261,-0.2472,1.4857,-4.3169,-0.2322,2.1388,-4.3829,-0.2503,1.7691,-4.2918,0.0002,2.0447,-8.7507,-0.3806,2.2043,-8.1352,0.3804,2.2036,-8.1351,0.3782,1.3335,-7.9447,-0.3786,1.3432,-7.9075,0.0000,2.5476,-5.8356,-0.3658,3.2434,-5.3288,0.0000,2.2707,-8.5882,0.0004,1.5032,-8.7535,0.0004,1.2453,-8.7081,0.0003,1.7468,-8.8070,0.2539,2.8292,-4.8136,0.2539,2.8292,-4.8136,0.7395,3.2730,-5.4377,0.3805,2.4903,-6.0566,1.1078,3.1750,-5.4250,0.4657,2.7711,-5.3458,-0.3784,2.0438,-5.8106,0.3749,1.4655,-6.1529,-0.3747,1.5013,-6.1761,0.3760,0.3483,-6.0947,0.2539,2.8292,-4.8136,0.3754,0.2972,-8.0984,-0.5318,2.8336,-4.9539,-0.5318,2.8336,-4.9539,-0.7666,3.2815,-5.7066,-0.3805,2.4903,-6.0566,-1.1163,3.1869,-5.8258,-0.5469,2.7767,-5.5266,-0.3750,0.3867,-6.0800,-0.5318,2.8336,-4.9539,-0.3763,0.3018,-8.0221
0.49,-0.1492,2.7389,-4.8343,-0.0309,2.6594,-5.4875,-0.2023,2.4386,-4.5305,0.2198,3.1787,-5.1818,-0.0554,2.3008,-5.3407,-0.0151,2.3811,-5.5663,0.3717,1.9967,-5.8230,0.0000,2.3663,-7.8468,0.0000,2.3447,-7.1767,0.0000,2.3663,-7.8468,0.0000,2.3930,-6.4447,-0.1263,0.8710,-4.8034,-0.1693,0.9184,-4.5771,-0.2028,1.1060,-4.4181,-0.2292,1.3808,-4.3052,-0.2263,2.0341,-4.3849,-0.2372,1.6649,-4.2909,0.0029,2.0231,-8.7393,-0.3821,2.1929,-8.1281,0.3788,2.1839,-8.1269,0.3698,1.3052,-7.9820,-0.3717,1.3459,-7.8529,0.0000,2.5069,-5.8263,-0.3783,3.1753,-5.2897,-0.0002,2.2520,-8.5810,0.0092,1.4808,-8.7383,0.0098,1.2230,-8.6921,0.0057,1.7244,-8.7914,0.2489,2.7493,-4.7934,0.2489,2.7493,-4.7934,0.7190,3.2318,-5.4114,0.3805,2.4539,-6.0483,1.0894,3.1412,-5.4126,0.4625,2.7208,-5.3273,-0.3719,2.0150,-5.7892,0.3571,1.4588,-6.1951,-0.3584,1.5435,-6.2424,0.3581,0.3427,-6.1192,0.2489,2.7493,-4.7934,0.3581,0.2847,-8.2187,-0.5366,2.7449,-4.9351,-0.5366,2.7449,-4.9351,-0.7664,3.2233,-5.6794,-0.3804,2.4539,-6.0483,-1.1103,3.1282,-5.8140,-0.5498,2.7151,-5.5099,-0.3574,0.4568,-5.9765,-0.5366,2.7449,-4.9351,-0.3594,0.3002,-7.9157
0.59,-0.1232,2.6436,-4.7728,-0.0260,2.6022,-5.4329,-0.1618,2.3261,-4.4846,0.2275,3.1077,-5.1071,-0.0404,2.2357,-5.3057,-0.0089,2.3291,-5.5277,0.3652,1.9605,-5.7739,0.0000,2.3613,-7.8017,0.0001,2.3309,-7.1320,0.0000,2.3613,-7.8017,0.0001,2.3655,-6.3991,-0.0447,0.7634,-4.7363,-0.0868,0.8026,-4.5082,-0.1270,0.9862,-4.3461,-0.1610,1.2652,-4.2464,-0.1771,1.9178,-4.3487,-0.1762,1.5493,-4.2511,0.0080,1.9897,-8.6714,-0.3847,2.1887,-8.0800,0.3759,2.1661,-8.0770,0.3609,1.2814,-7.9754,-0.3652,1.3390,-7.8137,0.0002,2.4638,-5.7781,-0.3737,3.1008,-5.1953,-0.0010,2.2312,-8.5333,0.0308,1.4428,-8.6777,0.0353,1.1832,-8.6435,0.0165,1.6894,-8.7122,0.2758,2.6580,-4.7445,0.2758,2.6580,-4.7445,0.6903,3.1831,-5.3987,0.3807,2.4165,-6.0014,1.0543,3.1002,-5.4764,0.4716,2.6626,-5.2858,-0.3646,1.9663,-5.7626,0.3397,1.4596,-6.1938,-0.3434,1.4892,-6.2097,0.3409,0.3416,-6.1524,0.2758,2.6580,-4.7445,0.3412,0.2870,-8.3044,-0.5138,2.6489,-4.8603,-0.5138,2.6489,-4.8603,-0.7348,3.1666,-5.6077,-0.3803,2.4165,-6.0014,-1.0591,3.0758,-5.7866,-0.5461,2.6508,-5.4351,-0.3392,0.4796,-5.7277,-0.5138,2.6489,-4.8603,-0.3425,0.2916,-7.8166
0.69,-0.0763,2.5477,-4.6885,-0.0162,2.5443,-5.3543,-0.0964,2.2142,-4.4170,0.2519,3.0333,-5.0153,-0.0209,2.1711,-5.2474,-0.0027,2.2770,-5.4652,0.3590,1.9182,-5.7158,0.0000,2.3647,-7.7320,0.0002,2.3230,-7.0629,0.0000,2.3647,-7.7320,0.0004,2.3408,-6.3294,0.0759,0.6548,-4.6507,0.0360,0.6894,-4.4215,-0.0126,0.8699,-4.2582,-0.0592,1.1517,-4.1725,-0.1024,1.8025,-4.2910,-0.0867,1.4341,-4.1944,0.0098,1.9549,-8.5698,-0.3894,2.1951,-8.0055,0.3700,2.1483,-7.9993,0.3505,1.2686,-7.8609,-0.3601,1.3448,-7.7418,0.0006,2.4209,-5.7058,-0.3533,3.0253,-5.0699,-0.0037,2.2097,-8.4587,0.0525,1.4057,-8.5942,0.0732,1.1447,-8.5917,0.0225,1.6532,-8.5977,0.3236,2.5645,-4.6819,0.3236,2.5645,-4.6819,0.6597,3.1326,-5.3738,0.3810,2.3801,-5.9305,0.9898,3.0620,-5.5512,0.4885,2.6012,-5.2322,-0.3568,1.9441,-5.6672,0.3240,1.4607,-6.1820,-0.3263,1.4199,-6.0574,0.3248,0.3424,-6.2155,0.3236,2.5645,-4.6819,0.3248,0.3268,-8.3189,-0.4713,2.5540,-4.7536,-0.4713,2.5540,-4.7536,-0.6929,3.1148,-5.4959,-0.3800,2.3801,-5.9303,-0.9840,3.0360,-5.7293,-0.5359,2.5878,-5.3247,-0.3228,0.4558,-5.4899,-0.4713,2.5540,-4.7536,-0.3255,0.2978,-7.7355
0.79,-0.0242,2.4406,-4.5822,-0.0052,2.4753,-5.2495,-0.0277,2.0922,-4.3293,0.2834,2.9451,-4.9003,-0.0035,2.0967,-5.1639,0.0013,2.2149,-5.3760,0.3521,1.8600,-5.6547,0.0000,2.3729,-7.6348,0.0002,2.3168,-6.9667,0.0000,2.3729,-7.6348,0.0004,2.3128,-6.2331,0.2060,0.5598,-4.5751,0.1692,0.5797,-4.3437,0.1113,0.7490,-4.1717,0.0474,1.0289,-4.0911,-0.0264,1.6774,-4.2137,0.0039,1.3082,-4.1240,0.0046,1.9222,-8.4505,-0.3968,2.2094,-7.9013,0.3594,2.1254,-7.8894,0.3370,1.2845,-7.5968,-0.3556,1.3477,-7.6800,0.0005,2.3689,-5.6068,-0.3240,2.9383,-4.9179,-0.0099,2.1825,-8.3529,0.0641,1.3773,-8.5077,0.1211,1.1247,-8.5470,0.0179,1.6211,-8.4841,0.3754,2.4583,-4.5992,0.3754,2.4583,-4.5992,0.6429,3.0687,-5.3006,0.3810,2.3368,-5.8329,0.9209,3.0143,-5.5559,0.5060,2.5268,-5.1557,-0.3497,1.9577,-5.4931,0.3082,1.4511,-6.1634,-0.3082,1.3659,-5.7689,0.3083,0.3454,-6.3337,0.3754,2.4583,-4.5992,0.3092,0.4046,-8.1647,-0.4224,2.4494,-4.6223,-0.4224,2.4494,-4.6223,-0.6623,3.0542,-5.3385,-0.3800,2.3368,-5.8327,-0.9238,2.9939,-5.6094,-0.5221,2.5154,-5.1855,-0.3071,0.3847,-5.2316,-0.4224,2.4494,-4.6223,-0.3071,0.3012,-7.6676
0.90,0.0001,2.3914,-4.4625,0.0000,2.4413,-5.1292,-0.0003,2.0373,-4.2177,0.3045,2.8995,-4.7779,-0.0004,2.0608,-5.0523,-0.0003,2.1838,-5.2617,0.3482,1.8299,-5.5618,0.0000,2.3778,-7.5169,0.0000,2.3144,-6.8494,0.0000,2.3778,-7.5169,0.0000,2.2990,-6.1160,0.2406,0.5267,-4.4807,0.2075,0.5347,-4.2480,0.1486,0.6952,-4.0681,0.0798,0.9732,-3.9851,-0.0008,1.6216,-4.1054,0.0317,1.2515,-4.0203,-0.0006,1.9079,-8.3265,-0.4010,2.2184,-7.7796,0.3526,2.1136,-7.7641,0.3292,1.3376,-7.3276,-0.3546,1.3477,-7.5982,0.0000,2.3426,-5.4887,-0.3033,2.9002,-4.7779,-0.0144,2.1685,-8.2297,0.0648,1.3667,-8.4028,0.1434,1.1238,-8.4614,0.0117,1.6080,-8.3697,0.3991,2.4048,-4.4908,0.3991,2.4048,-4.4908,0.6495,3.0286,-5.1891,0.3805,2.3149,-5.7153,0.9071,2.9785,-5.4658,0.5144,2.4847,-5.0492,-0.3473,1.9863,-5.3269,0.3005,1.4420,-6.0864,-0.3001,1.3597,-5.5087,0.3002,0.3513,-6.3353,0.3991,2.4048,-4.4908,0.3001,0.4479,-7.8801,-0.3990,2.4058,-4.4907,-0.3990,2.4058,-4.4907,-0.6480,3.0302,-5.1890,-0.3805,2.3149,-5.7153,-0.9058,2.9807,-5.4656,-0.5142,2.4859,-5.0491,-0.3001,0.3490,-5.0290,-0.3990,2.4058,-4.4907,-0.3000,0.3023,-7.6415
1.00,0.0014,2.3917,-4.3425,0.0011,2.4467,-5.0087,-0.0058,2.0358,-4.1003,0.3156,2.8958,-4.6547,-0.0070,2.0657,-4.9347,-0.0048,2.1903,-5.1432,0.3482,1.8365,-5.4364,0.0000,2.3721,-7.3970,0.0000,2.3138,-6.7290,0.0000,2.3721,-7.3970,-0.0001,2.3024,-5.9955,0.1877,0.5146,-4.3609,0.1573,0.5251,-4.1279,0.1057,0.6887,-3.9486,0.0472,0.9696,-3.8671,-0.0146,1.6194,-3.9912,0.0082,1.2490,-3.9040,-0.0009,1.9119,-8.2087,-0.3997,2.2127,-7.6617,0.3548,2.1148,-7.6482,0.3296,1.3918,-7.1286,-0.3550,1.3383,-7.4983,-0.0001,2.3486,-5.3684,-0.2920,2.9090,-4.6533,-0.0131,2.1729,-8.1127,0.0584,1.3685,-8.2753,0.1300,1.1219,-8.3268,0.0097,1.6115,-8.2478,0.4007,2.3971,-4.3715,0.4007,2.3971,-4.3715,0.6624,3.0210,-5.0656,0.3804,2.3200,-5.5949,0.9184,2.9677,-5.3432,0.5165,2.4789,-4.9295,-0.3477,2.0025,-5.1974,0.3003,1.4542,-5.9651,-0.3003,1.3800,-5.3929,0.3000,0.3594,-6.1953,0.4007,2.3971,-4.3715,0.2985,0.4509,-7.5883,-0.3973,2.4145,-4.3697,-0.3973,2.4145,-4.3697,-0.6348,3.0492,-5.0627,-0.3805,2.3200,-5.5949,-0.8941,3.0071,-5.3391,-0.5120,2.5012,-4.9272,-0.3005,0.3514,-4.9530,-0.3973,2.4145,-4.3697,-0.3020,0.3032,-7.6508
